Concurso;Data do Sorteio;Coluna1;Coluna2;Coluna3;Coluna4;Coluna5;Coluna6;Chave ;chave_letra
2433;01/12/2021;8;9;32;52;53;57;200103;a200103
2434;04/12/2021;1;2;14;28;40;51;211101;a211101
2435;07/12/2021;5;22;30;32;33;36;102300;a102300
2436;09/12/2021;5;15;28;32;38;54;111201;a111201
2437;11/12/2021;1;19;41;46;48;55;110031;a110031
2438;15/12/2021;4;11;19;25;37;55;121101;a121101
2439;18/12/2021;2;8;34;38;47;51;200211;a200211
2440;31/12/2021;12;15;23;32;33;46;021210;a021210
2441;05/01/2022;9;41;42;46;47;54;100041;a100041
2442;08/01/2022;2;7;9;25;41;49;301020;a301020
2443;12/01/2022;1;5;12;13;17;31;230100;a230100
2444;15/01/2022;15;17;20;35;37;43;030210;a030210
2445;19/01/2022;11;25;32;37;47;56;011211;a011211
2446;22/01/2022;1;13;27;41;51;58;111012;a111012
2447;25/01/2022;13;19;29;42;49;52;021021;a021021
2448;27/01/2022;18;30;32;35;40;48;011310;a011310
2449;29/01/2022;14;20;21;31;49;52;021111;a021111
2450;02/02/2022;2;6;11;15;17;39;230100;a230100
2451;05/02/2022;13;26;31;46;51;60;011112;a011112
2452;09/02/2022;8;10;51;56;57;58;200004;a200004
2453;12/02/2022;10;14;15;24;34;44;121110;a121110
2454;16/02/2022;9;14;22;24;44;47;112020;a112020
2455;19/02/2022;21;38;50;53;56;59;001113;a001113
2456;22/02/2022;28;34;40;41;52;55;001212;a001212
2457;24/02/2022;10;19;46;47;49;50;110040;a110040
2458;26/02/2022;15;40;44;45;47;51;010131;a010131
2459;03/03/2022;15;24;33;49;53;59;011112;a011112
2460;05/03/2022;16;17;18;28;35;47;031110;a031110
2461;09/03/2022;8;11;16;21;32;37;121200;a121200
2462;12/03/2022;3;16;23;41;45;57;111021;a111021
2463;16/03/2022;11;16;31;37;42;51;020211;a020211
2464;19/03/2022;2;7;24;43;52;56;201012;a201012
2465;23/03/2022;3;8;23;29;53;54;202002;a202002
2466;26/03/2022;2;3;13;20;53;54;220002;a220002
2467;30/03/2022;1;10;19;34;35;45;210210;a210210
2468;02/04/2022;22;35;41;42;53;57;001122;a001122
2469;06/04/2022;5;28;30;38;52;55;102102;a102102
2470;09/04/2022;8;33;40;42;48;51;100221;a100221
2471;13/04/2022;8;23;29;30;36;55;103101;a103101
2472;16/04/2022;5;13;18;23;35;36;121200;a121200
2473;20/04/2022;15;18;28;42;55;60;021012;a021012
2474;23/04/2022;22;30;38;39;49;56;002211;a002211
2475;26/04/2022;1;40;44;45;58;60;100122;a100122
2476;28/04/2022;2;7;32;46;49;55;200121;a200121
2477;30/04/2022;20;33;37;38;49;50;010320;a010320
2478;04/05/2022;2;17;23;28;39;46;112110;a112110
2479;07/05/2022;10;15;17;20;21;35;131100;a131100
2480;11/05/2022;4;6;9;31;50;56;300111;a300111
2481;14/05/2022;1;8;21;27;36;37;202200;a202200
2482;18/05/2022;1;32;35;44;45;57;100221;a100221
2483;21/05/2022;20;34;38;40;49;54;010311;a010311
2484;25/05/2022;11;14;36;41;54;59;020112;a020112
2485;28/05/2022;5;12;32;38;47;60;110211;a110211
2486;31/05/2022;8;9;17;19;33;56;220101;a220101
2487;02/06/2022;23;36;42;48;54;58;001122;a001122
2488;04/06/2022;17;31;34;40;56;57;010302;a010302
2489;08/06/2022;3;10;13;25;41;42;211020;a211020
2490;11/06/2022;11;16;17;41;46;59;030021;a030021
2491;15/06/2022;22;29;38;43;48;53;002121;a002121
2492;18/06/2022;10;30;31;33;42;52;101211;a101211
2493;22/06/2022;4;9;37;43;44;56;200121;a200121
2494;25/06/2022;1;4;10;22;53;54;301002;a301002
2495;28/06/2022;8;12;14;30;33;41;121110;a121110
2496;30/06/2022;7;26;31;38;46;58;101211;a101211
2497;02/07/2022;5;14;23;46;48;52;111021;a111021
2498;06/07/2022;9;12;26;29;46;47;112020;a112020
2499;09/07/2022;11;19;38;47;56;59;020112;a020112
2500;13/07/2022;5;16;25;32;39;55;111201;a111201
2501;16/07/2022;11;27;32;40;58;59;011202;a011202
2502;20/07/2022;16;20;21;39;44;55;021111;a021111
2503;23/07/2022;3;14;16;38;43;45;120120;a120120
2504;27/07/2022;14;33;41;42;44;55;010131;a010131
